clase,descripcion
35,información de currículum vítae a través de Internet
35,información de rating
35,información publicitaria sobre bienes inmuebles
35,monitoreo de anuncios publicitarios prestados por especialistas
35,planificación y compra de espacios publicitarios para terceros
35,producción de anuncios comerciales
35,producción de campañas publicitarias
35,producción de jingles
35,reclutamiento de personal (servicios de -) a través de bolsa de trabajo
35,referencias comerciales sobre negocios (servicios de -)
35,"representación comercial para la promoción de productos por cuenta de
terceros"
35,servicios administrativos de oficinas virtuales
35,servicios de aplicación de exámenes para el reclutamiento de personal
35,servicios de contratación de personal
35,venta de casas transportables [bienes muebles]
35,venta de contenido audiovisual en internet
36,administración de colectas de fondos para la beneficencia
36,administración de recompensas en especie por incentivos
36,administración de recompensas monetarias por incentivos
36,alquiler de bienes inmuebles a través de un tiempo compartido
36,alquiler de locales comerciales
36,alquiler de máquinas contadoras de dinero y monedas
36,alquiler de oficinas a través de internet
36,"canje (servicios de -) de puntos por dinero originados por la compra de
productos y servicios"
36,cobro de peaje
36,comercialización de bienes inmuebles
36,corredores de bolsa
36,"corretaje de créditos de electricidad generada de recursos renovables
[correduría]"
36,corretaje de energía eléctrica
36,crédito (provisión de -) a través de tarjetas
36,crédito (servicios de -) a través de compañías financieras individuales
36,crédito (servicios de -) a través de cooperativas
36,crédito (servicios de obtención de -) para realizar llamadas telefónicas
36,descuentos (servicios de -) a través de tarjetas
36,fondos (constitución de -) para el retiro
36,"información de los bienes inmuebles para su venta o renta, otra que no sea
publicitaria"
36,monedero (servicios de -) electrónico
36,pago (servicios de -) de nómina
36,pago (servicios de -) de viáticos
36,prepago (servicios de -) para adquirir crédito
36,programas (servicios de -) de bonificaciones y primas [servicios financieros]
36,servicios de pago
36,servicios de prepago de telecomunicaciones
36,"tarjetas prepagadas (servicios de -) para obtención de regalos, mercancías y
servicios"
36,valuación (servicios de -) de monedas
36,venta de locales comerciales [inmuebles]
36,venta de lotes de inhumación
36,venta de nichos
36,venta de seguros
37,alquiler de aparatos para el lavado de coches
37,alquiler de equipo para la aplicación de pintura
37,alquiler de máquinas / herramientas de construcción
37,alquiler de máquinas lustradoras de calzado
37,alquiler de plataformas elevadoras de trabajo para la construcción
37,bombeo (servicios de -) de concreto para la construcción
37,detección de fugas con fines de mantenimiento
37,donación (servicios de -) de materiales de construcción
37,dragado
37,extracción (servicios de -) petrolera
37,fumigación (servicios de -) que no sea agrícola ni hortícola
37,laqueado de distintos objetos ART
37,pintura (servicios de -) automotriz
37,reparación y mantenimiento de bienes inmuebles
37,servicios de aromatización de ambientes
37,servicios de purga de instalaciones
37,taller mecánico para el mantenimiento de vehículos
38,acceso a las telecomunicaciones por banda ancha
38,alquiler de tiempos de acceso a servidores virtuales
38,casetas (servicios de -) telefónicas públicas
38,"descarga (servicios de -) de datos, sonidos e imágenes"
38,direccionamiento (servicios de -) inteligente [enlace a ligas de comunicación]
38,interconexión (servicios de -) de redes
38,provisión de acceso a internet
38,provisión de tiempo aire
38,puenteo (servicios de -) para conexión [telecomunicación]
38,recarga (servicios de -) de tiempo aire para teléfonos celulares
38,servicios de emisión de programas de televisión por protocolo de internet
38,servicios de protocolo de voz por internet (voip)
38,servicios de telecomunicación móvil
38,servicios de telecomunicaciones de línea fija
38,servicios de valor agregado de telecomunicaciones
38,suministro de acceso a televisión por protocolo de internet
38,transmisión de audio por internet
38,transmisión de tonos e imágenes para teléfonos celulares
38,transmisión de video por internet [webcasting]
39,alquiler de cajas para la mudanza
39,alquiler de camiones basculantes para la construcción
39,alquiler de casas móviles [vehículos]
39,alquiler de lanchas de motor
39,alquiler de sistemas mecánicos para estacionamiento
39,carga y descarga de agua para aeronaves
39,consolidación de mercancías
39,desconsolidación de mercancías
39,enrutamiento de vehículos a través de gps
39,información sobre horarios de transporte
39,información sobre medios de transporte
39,información sobre tarifas de transporte
39,liberación de animales [salvamento]
39,localización de personas que no sea con fines de seguridad
39,logística de almacenamiento de inventario
39,operación (servicios de-) de parquímetros
39,organización de viajes a través de agencias de viajes
39,recogida y traslado de vehículos a un centro de verificación vehicular
39,renta de cajas de camiones
39,rescate de animales
39,servicios de auxiliar de vuelo [sobrecargo]
39,valet parking (servicios de -)
4,cera para patinetas
4,veladoras
40,alquiler de filtros de agua
40,alquiler de máquinas para fabricar calzado
40,alquiler de máquinas procesadoras industriales de alimentos y bebidas
40,alquiler de paneles solares
40,congelación (servicios de -) de células cancerígenas
40,corte (servicios de -) de metales
40,desteñido (servicios de -) de prendas de vestir
40,elaboración (servicios de -) prótesis dentales
40,elaboración de productos artesanales por encargo de terceros ART
40,"elaboración de textiles de lana y algodón en telares de cintura [por encargo de
terceros] ART"
40,elaboración de tortillas para terceros
40,elongado de monedas
40,fabricación de aparatos médicos
40,fabricación de productos farmacéuticos
40,fundición (servicios de -) de metales
40,"grabado (servicios de -) de autopartes para su identificación con fines de
seguridad"
40,igualado de color (servicios de -) [tratamiento de materiales]
40,manufactura de materiales de plástico por cuenta de terceros
40,manufactura de prendas de vestir por cuenta de terceros [maquila]
40,maquinado (servicios de -) metales
40,nixtamalización (procesamiento del maíz) ART
40,potabilización del agua
40,restauración de fotografías
40,retoque digital de fotografías
40,servicio de encordado de guitarra y raqueta
40,servicios de bordado [xok bi chuy] ART
40,servicios de liofilización
40,servicios de sublimacion
41,alquiler de aparatos eléctricos infladores de globos
41,alquiler de caballetes de pintura para actividades artísticas
41,alquiler de cabinas fotográficas
41,alquiler de disfraces
41,alquiler de espacios para eventos deportivos
41,alquiler de juegos de computadora
41,alquiler de peceras con fines educacionales o de recreación
41,alquiler de programas de juegos de computadora
41,alquiler de teatros
41,alquiler de voz con fines culturales y de entretenimiento
41,aplicación de exámenes académicos para certificación/acreditamiento
41,bailarines (servicios de -)
41,cabarets [entretenimiento]
41,cantantes (servicios de -)
41,casting (servicios de -) con fines de entretenimiento y culturales
41,clubes de fans [entretenimiento]
41,clubes sociales con fines de entretenimiento
41,decoración (servicios de -) para eventos de entretenimiento
41,dirección de obras de teatro
41,diseño de eventos de entretenimiento [organización]
41,"distribución de material audiovisual [otros que no sean transportación ni
transmisión electrónica]"
41,"distribución de películas cinematográficas [otros que no sean transportación, ni
transmisión electrónica]"
41,donación (servicios de -) de libros
41,donación de instrumentos musicales
41,donación de juguetes
41,edición de fotografías
41,edición de imágenes que no sean publicitarias
41,"edición de textos, distintos a los textos publicitarios"
41,educación (servicios de -) con distribución de material educativo
41,"entrega de reconocimientos (servicios de -) derivado de una actividad
educativa, cultural y de entretenimiento"
41,entrenamiento deportivo (servicios de -) con fines de caridad
41,entrenamiento para bebés a través de programas de estimulación temprana
41,entretenimiento (servicios de -) en globo
41,fomento (servicios de -) cultural
41,inflado de globos con gas helio para eventos de entretenimiento
41,"presentación al público (servicios de -) de literatura con fines culturales o
educativos"
41,"presentación al público (servicios de -) de obras de artes plásticas con fines
culturales o educativos"
41,renta de contenido audiovisual en internet
41,serenata (servicios de -)
41,"servicios de exhibición de obras de arte con fines culturales o de
entretenimiento a través de una galería."
41,servicios educativos mediante la cata de bebidas
42,acceso (servicios de -) a un software en línea
42,actualización de páginas de internet
42,administración (servicios de -) del uso de energía
42,administración de software
42,alquiler de aparatos de digitalización de documentos
42,alquiler de oficinas virtuales (alojamiento en un sitio web)
42,análisis científico de niveles de polen en el ambiente
42,análisis científicos de proyectos para la protección del medio ambiente
42,análisis de datos geofísicos en bases de datos informáticas para terceros
42,análisis técnicos de riesgos en equipos de ingeniería de seguridad
42,aplicaciones informáticas (servicios de -)
42,auditoría en sistemas informáticos
42,auditoria en tecnologías de la información
42,auditorías sobre el control de calidad
42,autenticación de información tecnológica
42,autenticación de monedas y billetes
42,codificación de páginas de internet
42,control de calidad (servicios de -) para obtención de una certificación
42,depuración de base de datos en sistemas informáticos
42,desarrollo (servicios de -) biofarmacéutico [investigación científica]
42,desarrollo (servicios de -) de sistemas embebidos
42,detección de fraudes (servicios de -) en tarjetas de crédito
42,diseño de mobiliario
42,diseño de presentaciones digitales
42,diseño de redes de telecomunicación
42,diseño de secuencias gráficas en software
42,diseño digital de animaciones
42,diseño museográfico
42,diseño textil
42,donación (servicios de -) de computadoras
42,donación de cadáveres para investigaciones médicas
42,elaboración de códigos qr [respuesta rápida]
42,encriptación (servicios de -) de información
42,estimaciones (servicios de -) científicas
42,estimaciones (servicios de -) tecnológicas
42,evaluación y detección de materiales peligrosos de bienes inmuebles
42,evaluaciones (servicios de -) científicas
42,evaluaciones (servicios de -) tecnológicas
42,exámenes (servicios de -) de laboratorio con fines científicos
42,exámenes técnicos de estándares de calidad para obtener una certificación
42,farmacéutica (investigación -) con fines científicos
42,imaginería geoespacial (servicios de -)
42,información técnica de diseño de materiales plásticos
42,informáticos (servicios -) de seguridad para la protección de software
42,informes (servicios de -) científicos
42,informes (servicios de -) tecnológicos
42,ingeniería (servicios de -) cibernética
42,ingeniería geotécnica
42,interpretación (servicios de -) de datos marinos
42,interpretación (servicios de -) de datos sísmicos
42,interpretación de resultados de polígrafo
42,investigación (servicios de -) científica con fines médicos / veterinarios
42,"investigación científica sobre células madre para el tratamiento de
enfermedades"
42,investigación científica sobre medicina regenerativa basada en células madre
42,investigación médica científica en el ámbito de enfermedades
42,investigación médica científica para el desarrollo de ingeniería genética
42,investigación sobre el ahorro de energía
42,"manejo remoto de dispositivos por medio de redes de cómputo para terceros
[servicios técnicos]"
42,mantenimiento (servicios de -) lógico informático
42,migración de datos (servicios de -) informáticos
42,"monitoreo (servicios de -) de teleguías direccionales para la perforación de
pozos petroleros [servicios tecnológicos]"
42,monitoreo científico de la propagación de enfermedades
42,"monitoreo informático de paneles solares para conversión de energía solar en
electricidad"
42,monitoreo técnico de sistemas informáticos de red [servicios informáticos]
42,muestreo geotécnico
42,peritaje técnico de accidentes automovilísticos
42,planificación de instalaciones para exposiciones
42,"planificación de recuperación de desastres en sistemas de tecnología de la
información"
42,"proveer el uso temporal en línea de software no descargable para permitir que
los usuarios puedan tener acceso a diversos programas"
42,"provisión de servicios tecnológicos de autenticación, verificación e
identificación personal de información biométrica en línea."
42,"provisión de software no descargable y código de muestra, para el diseño y
desarrollo de aplicaciones de software"
42,"provisión de uso temporal de software en línea no descargable para el acceso,
manejo y control remoto de correos electrónicos, facturas, catálogos y cupones
a través de una red de computadora"
42,"provisión de uso temporal de software en línea no descargable para obtener
información"
42,pruebas de laboratorio (servicios de -) con fines científicos
42,química (servicios de -) para la elaboración de medicamentos
42,respaldo remoto de información en computadoras
42,"seguridad (servicios de -) de datos a través de dispositivos electrónicos de
almacenamiento criptográfico [token]"
42,seguridad (servicios de -) informática
42,"servicio de autenticación de información, mensajes y datos."
42,servicios biológicos de clonación
42,servicios de aplicaciones de software
42,servicios de escritura de software
42,servicios de interfaces de programación
42,servicios de lenguaje de programación
42,servicios de pronósticos del tiempo
42,servicios de verificación técnica para obtener una certificación
42,"servicios tecnológicos de autenticación e identificación de personas para la
realización de transacciones financieras y pagos de cualquier tipo"
42,"servicios tecnológicos de identificación y autenticación biométrica, de personas
y reconocimiento facial para la identificación y autenticación de personas."
42,soporte técnico para fallas de software informático
42,"soporte técnico para la solución de problemas de infraestructura [no hardware]
de tecnologías de la información"
42,"suministro de información en línea en el ámbito del cifrado de datos/
criptografía"
42,validación para la identificación de usuarios de internet
42,verificación de niveles de contaminación en los motores
43,abastecimiento de comida en hoteles y pensiones
43,alquiler de auditorios
43,alquiler de calentadores de alimentos para eventos
43,alquiler de camas
43,alquiler de casas para perros
43,alquiler de fuentes de chamoy
43,alquiler de fuentes de chocolate
43,alquiler de jardines para eventos
43,alquiler de mamparas para eventos
43,alquiler de máquinas para elaborar bebidas de uso culinario
43,alquiler de pistas de baile
43,alquiler de salones para convenciones
43,alquiler de salones para eventos sociales
43,alquiler de toallas para hoteles
43,alquiler de velas para banquetes
43,banquetes de dulces (servicios de -) para todo tipo de eventos
43,degustación (servicios de -) de vinos y alimentos [sommelier]
43,maridaje (servicios de -) de alimentos y bebidas
43,meseros (servicios de -)
43,preparación de alimentos para su consumo en pastelerías
43,"preparación de alimentos y bebidas para su consumo en vehículos de comida
rápida"
43,recetas (elaboración de -) para la preparación de alimentos y bebidas
43,reserva de alojamiento a través de agencias de viaje
44,almacenamiento de células madre
44,alquiler de aparatos de belleza
44,alquiler de árboles de navidad naturales
44,alquiler de arreglos florales
44,alquiler de maquinaria y herramienta para jardinería
44,alquiler de material y equipo médico
44,alquiler de peceras para la crianza de peces
44,alquiler de secadoras para el cabello
44,alquiler de tanques de oxigeno
44,análisis (servicios de -) médicos para el tratamiento de personas o animales
44,análisis de sangre para la detección de drogas [antidoping]
44,análisis médicos (servicios de -) para el tratamiento de personas
44,asesoría médica sobre trasplantes de órganos
44,asesoría para la elección de maquillaje
44,banco de espermas (servicios de -)
44,banco de órganos (servicios de -)
44,colocación de césped
44,colocación de pasto
44,colorimetría
44,consultas (servicios de -) médicas a través de una farmacia
44,control de peso (servicios de -)
44,cruza (servicios de -) de animales
44,cultivo de plantas [jardinería]
44,detección de nivel de alcoholemia en la sangre
44,diseño de arreglos florales
44,donación de anteojos
44,donación de esperma
44,donación de instrumentos médicos
44,donación de medicamentos
44,donación de pelucas
44,donación de sangre
44,eliminación de tatuajes por láser
44,esterilización de animales
44,exámenes de laboratorio con fines médicos
44,exámenes genéticos con fines médicos
44,exámenes ginecológicos
44,exámenes psicológicos
44,exámenes psiquiátricos
44,"exámenes radiográficos (servicios de -) para el tratamiento de personas o
animales [análisis médicos]"
44,"extracciones de sangre (servicios de -) para el tratamiento de personas o
animales [análisis médicos]"
44,fumigación (servicios de -) agrícola y hortícola
44,implantación (servicios de -) de chips con fines médicos
44,incubación (servicios de-) de huevos
44,inseminación artificial (servicios de -)
44,laboratorios (servicios de -) de análisis clínicos para el tratamiento de personas
44,ludoteca (servicio de -) [terapia psicológica]
44,maquillaje (servicios de -) para fiestas infantiles
44,nutrición (servicios de -)
44,pedicura (servicios de -)
44,programas (servicios de -) para el control de peso
44,psicoanalistas (servicios de -)
44,"rehabilitación (servicios de -) psicológica para alcohólicos y
farmacodependientes"
44,reiki (servicios de -)
44,reserva de citas para servicios médicos
44,servicios de acupuntura
44,servicios de drenaje linfático
44,servicios de invernadero
44,servicios geriátricos
44,tanatología (servicios de -)
44,terapia (servicios de -) auditiva-verbal
44,terapias contra el insomnio
44,tratamientos (servicios de -) de belleza para personas o animales
44,tratamientos (servicios de -) de higiene corporal
44,tratamientos (servicios de -) de higiene para personas o animales
44,tratamientos (servicios de -) médicos
44,tratamientos (servicios de -) médicos para personas o animales
44,vacunación (servicios de -) de animales
45,alquiler de altares
45,alquiler de artículos de joyería
45,alquiler de barreras de control de multitudes
45,alquiler de chalecos salvavidas
45,alquiler de perros entrenados con fines de seguridad
45,alquiler de perros sin entrenamiento con fines de compañía
45,alquiler de postes unifilas
45,arbitraje (servicios de -) deportivo [servicios legales]
45,búsqueda de nombre de dominio
45,consultas zodiacales
45,donación de perros de asistencia para personas con discapacidad
45,donación de prendas de vestir
45,embalsamamiento (servicios de -) de cadáveres
45,información sobre animales extraviados a través de Internet
45,investigación (servicios de -) de seguridad de personas
45,investigaciones legales a través de un polígrafo
45,notificaciones (servicios de -) legales
45,"organización de tareas diarias para terceros para satisfacer necesidades
individuales [servicios de trabajo social]"
45,rastreo de vehículos robados [seguridad]
45,recuperación de vehículos robados [seguridad]
45,religiosos (servicios -)
45,servicio de rituales de baño de purificación
45,"servicios de arreglo de canastas de regalo, excepto arreglos florales"
45,"servicios de conserjería para la organización de espacios personales, a saber,
closets, gabinetes de cocina, muebles de despensa"
45,servicios de monitoreo para la seguridad de bienes o personas
45,servicios de registro de marcas [servicios jurídicos]
45,servicios notariales
45,trámites migratorios (servicios de -) para la obtención de visas
5,agua de muicle / muitle [remedio medicinal]
5,antídotos contra venenos
5,aromaterapia (preparaciones de -) para uso médico
5,desodorantes para calzado
5,enema [preparaciones]
5,epazote [planta medicinal]
5,fórmulas lácteas para infantes [alimento para bebés]
5,fórmulas probióticas para uso médico o veterinario
5,gel conductor para procedimientos electromédicos
5,geles antibacteriales desinfectantes [preparaciones higiénicas]
5,hierba medicinal de muicle / muitle
5,lactobacilos para uso médico o veterinario
5,lubricantes nasales
5,"lubricantes para los oídos que facilitan la inserción de productos en el canal
auditivo"
5,parche transdermal con medicamento
5,parches con medicamentos
5,parches para la reducción de peso
5,"parches transdermales para uso en el tratamiento del equilibrio de la energía
del cuerpo humano"
5,pastas de silicón para sellar heridas de uso médico
5,pastilleros para medicamentos
5,protectores higiénicos de papel / plástico para asientos de W.C. o retretes
5,sanitizantes
5,selladores de fisuras dentales
5,sustituto de azúcar para uso médico
5,talcos medicados
5,té de muicle / muitle [remedio medicinal]
6,barandales de metal
6,barras metálicas manuales para estacionamiento
6,barreras metálicas de control de multitudes
6,cancel metálico para la construcción
6,coladera metálica [boca de inspección]
6,corcholatas
6,cubiertas hechas a la medida para albercas [construcciones metálicas]
6,estructuras metálicas para cabinas fotográficas
6,gradas metálicas
6,pasamanos metálicos para ducha
6,perchero metálico para almacenamiento de bicicletas
6,rejillas metálicas para desagüe
6,separadores metálicos para la instalación de pisos y azulejos
6,"soporte metálico de motor [estructura que sostiene el motor durante la
reparación]"
6,tapones metálicos para desagüe
6,válvulas atomizadoras de metal
7,amortiguadores para máquinas centrífugas
7,balastos para máquinas
7,baleros [partes de máquinas o motores]
7,biseladoras
7,bombas mecánicas de combustible [parte del motor]
7,bombear (aparatos para -) carburantes
7,bombear (aparatos para -) combustibles
7,"boquillas para mangueras con cierre automático para bombas surtidoras de
combustible"
7,brazos eléctricos para puertas
7,calentadores eléctricos [parte de máquinas]
7,cautín
7,charnelas para árboles de transmisión
7,clutch que no sean para vehículos terrestres
7,contrapesos para lavadoras
7,diafragmas para máquinas centrífugas
7,dispositivos mecánicos para barras de estacionamiento
7,engrapadoras de uso industrial
7,escobas eléctricas
7,filtros de aire para motores de vehículos
7,generadores de agua potable por condensación
7,generadores eléctricos de impulsión eólica
7,guillotina [máquina] de uso industrial
7,herramientas neumáticas de lavado de inyectores de vehículos
7,horquillas universales [partes de máquinas]
7,juntas homocinéticas para máquinas
7,licuadoras eléctricas
7,mandrinadoras
7,mangle para planchar
7,mangueras para pistolas de pintar
7,maquina tortilladora
7,máquinas de coser portátiles
7,máquinas de lavado para instrumentos médicos excepto esterilizadores
7,máquinas industriales para hacer helados
7,marchas automotrices
7,mofles para motores
7,mofles para vehículos
7,pistolas eléctricas para silicón
7,producción (aparatos de -) de vapor como parte de una máquina
7,punterías [partes de máquinas o motores]
7,robots para almacenamiento de mercancías
7,rociadores automáticos electroestáticos para distribuir pintura
7,rotor para alternador
7,"sellos mecánicos para intercambiadores de calor que forman parte de una
planta termoeléctrica generadora de electricidad"
7,servomotores
7,sistemas de inyección de fluidos para uso en aspiradoras
7,soportes de fijación para máquinas
7,unidades de autolavado [máquinas]
8,acocote [herramienta manual para succionar aguamiel]
8,barra de uña [herramienta de mano]
8,cubertería de metales preciosos
8,cubertería desechable
8,cucharas de oro [cubertería]
8,cuchillas para alfombras
8,cuchillería (artículos de -) de oro
8,cuchillería de oro [cubertería]
8,cuchillos del desierto [artesanías] ART
8,cuñas [herramientas de mano]
8,"despachadores de cinta adhesiva para uso industrial o comercial [herramientas
de mano]"
8,goma para rizadores de pestañas
8,grapadora de martillo [herramienta de mano]
8,hojas cortadoras para alfombras
8,instrumentos para cortar figuras de papel o cartón
8,llaves de torsión [herramienta manual]
8,macana [porras]
8,paletas de albañil [herramientas de mano]
8,palito de naranjo para remover la cutícula [artículo de manicura]
8,pistolas manuales para plastiflechas
8,rastrillos para limpiar el césped [herramienta de mano]
8,serruchos [herramienta manual]
8,tenedor para carnes frías
8,tenedores de oro [cubertería]
8,tolete [porras]
9,adaptadores de energía
9,agitadores magnéticos para laboratorio
9,alarmas contra fugas de gas
9,altavoces para juegos
9,amortiguadores de presión para manómetros
9,anillos rozantes [dispositivo de transmisión de corriente]
9,aparatos de transmisión de sonidos para juegos
9,"armarios con acometidas eléctricas para servidores de red y sistemas de
comunicaciones informáticos"
9,auriculares para juegos
9,autenticar (aparatos para -) tarjetas de crédito
9,batímetros [aparatos para medir la profundidad del mar]
9,botellas de aire comprimido para buzos
9,botón de pánico [alarma]
9,brazos robóticos para laboratorio de investigación científica
9,"cables eléctricos para guitarras //cables electricos para instrumentos
musicales"
9,cables para cargadores de baterías de cigarrillos electrónicos
9,cámaras de seguridad
9,cañón de niebla [dispositivo de seguridad]
9,carrete retráctil para cable eléctrico
9,chalecos salvavidas para animales de compañía
9,cintas plásticas de señalización para acordonar zonas de riesgo
9,cinturones de seguridad no para asientos de vehículos
9,clips protectores para cables eléctricos
9,"coderas para uso en motocicletas, bicicletas o patines"
9,código de barras en soportes materiales
9,compás para carpintero [instrumento de medición]
9,conmutadores partes de motores de vehículos
9,cubrebocas de protección que no sean para uso médico
9,detectores de alta tensión
9,diagnóstico (aparatos de -) para análisis de alimentos
9,dispositivo electrónico de almacenamiento criptográfico [token]
9,dispositivos ultrasónicos para limpiar cables de fibra óptica
9,electroimanes
9,estiletes para computadora
9,etiquetas codificadas
9,extensiones eléctricas
9,"fajas para cargar peso, no con fin deportivo [vestuario de protección]"
9,frascos para instrumentos de laboratorio [instrumento de laboratorio]
9,fundas protectoras de mica para cámaras fotográficas subacuáticas
9,inductores parte de motores de vehículos
9,kioscos electrónicos de consulta de información
9,lámparas termoiónicas [bulbos]
9,lectores de control de acceso
9,lectores de movimiento
9,lentes inteligentes
9,mangas protectoras para el entrenamiento de animales
9,mantas de protección para soldar
9,mentoneras para cascos de protección
9,micas protectoras de pantalla para teléfonos celulares
9,módulo electrónico de dirección asistida para vehículos
9,módulos de interfaz para motores de vehículos terrestres
9,módulos electrónicos de control de inyección de gas natural para vehículos
9,monitores de seguridad
9,monitores para máquinas de juego
9,muñecos que simula una figura humana con fines de seguridad
9,música descargable
9,oído (aparatos protectores del -) para controladores de aviones
9,palancas de control para computadoras
9,palancas de control para juegos informáticos
9,palancas de control remoto para computadoras
9,palas contra incendios
9,paneles de control eléctrico para máquinas
9,paneles fotovoltaicos
9,paneles fotovoltaicos para la transformación de energía
9,"pantallas cristalinas o transparentes para usarse con computadoras,
dispositivos electrónicos y periféricos de cómputo"
9,pantallas para máquinas de videojuegos
9,periférico informático incorporado a prendas de vestir
9,periféricos informáticos en forma de accesorios de prendas de vestir
9,"peto para uso en motocicletas, bicicletas o patines"
9,pizarrones electrónicos
9,pluviómetros
9,portacelulares
9,prendas de vestir reflectantes para prevenir accidentes
9,programas para videojuegos
9,"protección (aparatos de -) contra sobrecargas o interferencias eléctricas en
suministros de electricidad"
9,protectores de contactos eléctricos
9,protectores de piernas y pélvicos para el entrenamiento de perros
9,protectores para teléfonos celulares
9,pulsadores eléctricos de entrenamiento de mascotas
9,reflectores de fotografía
9,reflectores de ondas electromagnéticas
9,rejillas para muestras de sangre [equipo de laboratorio]
9,relevadores eléctricos
9,revista virtual descargable
9,revistas electrónicas descargables
9,robots para uso en laboratorio
9,"rodilleras para uso en motocicletas, bicicletas o patines"
9,ropa de protección para el entrenamiento de perros
9,saquitos (bolsitas) especialmente adaptados a teléfonos celulares
9,sensor de humo
9,sensor de limpieza automática para w.c.
9,sensor de temperatura del agua
9,sensor de temperatura del aire
9,sensor térmico
9,sensores de aviso de disponibilidad de plazas de estacionamiento
9,"sensores de sistema de escape (temperatura, presión, flujo) siendo parte de
motores de combustión interna"
9,sensores para motor
9,short de protección para el entrenamiento de perros
9,simuladores (aparatos) para capacitación en entrenamiento deportivo
9,sismógrafo
9,sistemas de control integrados a las máquinas
9,sistemas electrónicos de confinamiento para animales [silbatos para perros]
9,sockets
9,software para la compresión y descompresión de información
9,soportes para aparatos de televisión
9,soportes para fijar televisores de pantalla plana
9,tarjetas de crédito codificadas
9,tarjetas de crédito magnéticas
9,teclado para teléfonos móviles
9,telegrafía (aparatos de -) facsímil
9,temporizadores para cocer huevos
9,termostatos [parte de máquina]
9,termostatos para motores de vehículos
9,trajes de protección para el entrenamiento de perros
9,transmisión (aparatos de -) de órdenes para embarcaciones
9,transpondedores [aparatos de telecomunicación]
9,transportadores de ángulos para dibujo
9,transportadores de uso científico [instrumentos de medición]
9,validar (aparatos para -) tarjetas de crédito
9,válvulas para inflar chalecos salvavidas
9,vatímetros [aparatos para medir los vatios de una corriente eléctrica]
9,ventiladores para unidades centrales de computadoras
9,verificadores de circuitos
